#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group	groseq_dht.plus	groseq_dht.plus	groseq_dht.minus	groseq_dht.minus	groseq_dmso.plus	groseq_dmso.plus	groseq_dmso.minus	groseq_dmso.minus
chr18	70410988	70411338	chr18:70410988-70411338	.	.	70410988	70411338	0	1	350	70410981	non.ARBS.M.bed	0	0	64.99	37.43	0.7849	1.707	61.21	39.82
chr5	32174766	32175116	chr5:32174766-32175116	.	.	32174766	32175116	0	1	350	32174763	non.ARBS.M.bed	7.432	25.4	7.717	75.39	8.297	14.92	4.419	57.6
chr10	62135222	62135572	chr10:62135222-62135572	.	.	62135222	62135572	0	1	350	62135216	non.ARBS.M.bed	0	0	31.61	65.12	0	0	29.42	71.18
chr16	71792062	71792412	chr16:71792062-71792412	.	.	71792062	71792412	0	1	350	71792055	non.ARBS.M.bed	0	0.5908	10.55	78.86	0	0	3.919	98.34
chr20	52483760	52484110	chr20:52483760-52484110	.	.	52483760	52484110	0	1	350	52483755	non.ARBS.M.bed	11.39	9.1	30.31	54.22	5.98	2.242	29.46	37.33
chr11	111176080	111176430	chr11:111176080-111176430	.	.	111176080	111176430	0	1	350	111176079	non.ARBS.M.bed	2.192	12.01	40.03	16.65	17.19	19.31	42.41	28.25
chr3	120402617	120402967	chr3:120402617-120402967	.	.	120402617	120402967	0	1	350	120402616	non.ARBS.M.bed	2.23	2.697	27.66	28.33	2.803	0.3115	52.58	51.02
chr6	142671308	142671658	chr6:142671308-142671658	.	.	142671308	142671658	0	1	350	142671307	non.ARBS.M.bed	19.68	16.49	30.9	16.92	25.46	27.18	10.51	8.224
chr7	149322986	149323336	chr7:149322986-149323336	.	.	149322986	149323336	0	1	350	149322985	non.ARBS.M.bed	5.479	0.7146	23.6	30.58	2.94	6.702	29.86	48.06
chr6	76579960	76580310	chr6:76579960-76580310	.	.	76579960	76580310	0	1	350	76579953	non.ARBS.M.bed	25.68	24.44	18.73	9.66	23.61	17.13	13.37	8.224
chr15	52945656	52946006	chr15:52945656-52946006	.	.	52945656	52946006	0	1	350	52945651	non.ARBS.M.bed	1.486	1.849	27.68	37.5	0	1.246	31.37	38.2
chr5	79477300	79477650	chr5:79477300-79477650	.	.	79477300	79477650	0	1	350	79477293	non.ARBS.M.bed	0	0.9528	9.607	52.3	0.3115	0.9344	18.24	55.42
chr7	116763482	116763832	chr7:116763482-116763832	.	.	116763482	116763832	0	1	350	116763481	non.ARBS.M.bed	20.34	16.91	16.35	6.041	11.52	9.705	34.31	20.32
chr14	50108360	50108710	chr14:50108360-50108710	.	.	50108360	50108710	0	1	350	50108355	non.ARBS.M.bed	23.82	16.87	18.2	6.778	27.47	26.1	10.73	0.4291
chr1	205667892	205668242	chr1:205667892-205668242	.	.	205667892	205668242	0	1	350	205667890	non.ARBS.M.bed	2.859	2.153	50.84	36.58	0	0	21.68	14.19
chr8	102507318	102507668	chr8:102507318-102507668	.	.	102507318	102507668	0	1	350	102507317	non.ARBS.M.bed	38.28	31.99	14.89	11.77	16.72	10.37	0.4577	0
chr8	22877344	22877694	chr8:22877344-22877694	.	.	22877344	22877694	0	1	350	22877342	non.ARBS.M.bed	15.05	34.45	7.461	16.98	7.936	26.22	4.734	9.053
chr18	55902052	55902402	chr18:55902052-55902402	.	.	55902052	55902402	0	1	350	55902047	non.ARBS.M.bed	32.27	25.43	7.739	3.405	23.67	17.39	4.977	3.547
chr3	170585174	170585524	chr3:170585174-170585524	.	.	170585174	170585524	0	1	350	170585173	non.ARBS.M.bed	0	1.906	23.26	29.77	0	0	26.9	33.94
chr8	134576511	134576861	chr8:134576511-134576861	.	.	134576511	134576861	0	1	350	134576510	non.ARBS.M.bed	0	0.1048	26.73	24.28	0	0	32.41	29.35
chr2	85185403	85185753	chr2:85185403-85185753	.	.	85185403	85185753	0	1	350	85185395	non.ARBS.M.bed	1.963	0.9243	37.91	19.67	0	0	29.23	22.43
chr1	8472306	8472656	chr1:8472306-8472656	.	.	8472306	8472656	0	1	350	8472298	non.ARBS.M.bed	1.191	2.563	34.14	14.28	0	1.246	28.42	23.33
chr21	42893377	42893727	chr21:42893377-42893727	.	.	42893377	42893727	0	1	350	42893373	non.ARBS.M.bed	6.994	8.909	44.62	15.42	0.9344	4.335	7.566	8.882
chr1	222796020	222796370	chr1:222796020-222796370	.	.	222796020	222796370	0	1	350	222796018	non.ARBS.M.bed	11.29	21.2	5.55	3.949	13.02	22.24	5.292	9.44
chr3	150256560	150256910	chr3:150256560-150256910	.	.	150256560	150256910	0	1	350	150256559	non.ARBS.M.bed	1.525	1.715	10.83	40.08	0.4983	1.993	9.297	24.17
chr1	28764415	28764765	chr1:28764415-28764765	.	.	28764415	28764765	0	1	350	28764413	non.ARBS.M.bed	2.859	16.15	22.04	3.095	2.554	25.6	17.81	0
chr19	51372525	51372875	chr19:51372525-51372875	.	.	51372525	51372875	0	1	350	51372520	non.ARBS.M.bed	3.573	3.573	32.82	25.08	2.492	1.246	9.297	9.297
chr16	69797057	69797407	chr16:69797057-69797407	.	.	69797057	69797407	0	1	350	69797051	non.ARBS.M.bed	13.27	11.9	0.9927	1.142	23.45	28.08	4.548	3.719
chr8	102595938	102596288	chr8:102595938-102596288	.	.	102595938	102596288	0	1	350	102595937	non.ARBS.M.bed	31.71	26.39	2.668	6.532	10.91	7.774	0	0
chr11	125762802	125763152	chr11:125762802-125763152	.	.	125762802	125763152	0	1	350	125762801	non.ARBS.M.bed	1.21	0.7146	24.02	17.44	0	1.246	23.47	17.89
chr3	66541628	66541978	chr3:66541628-66541978	.	.	66541628	66541978	0	1	350	66541622	non.ARBS.M.bed	0.2096	2.496	37.02	24.51	0.897	0.3488	11.36	6.121
chr2	181232636	181232986	chr2:181232636-181232986	.	.	181232636	181232986	0	1	350	181232635	non.ARBS.M.bed	5.898	22.99	4.899	7.141	4.36	17.74	3.976	12.16
chr1	224504896	224505246	chr1:224504896-224505246	.	.	224504896	224505246	0	1	350	224504894	non.ARBS.M.bed	0	0.9528	17.28	29.83	0.2616	2.23	6.808	20.51
chr8	48647459	48647809	chr8:48647459-48647809	.	.	48647459	48647809	0	1	350	48647455	non.ARBS.M.bed	6.651	4.44	14.86	21.51	4.36	5.382	7.938	11.28
chr6	108913949	108914299	chr6:108913949-108914299	.	.	108913949	108914299	0	1	350	108913948	non.ARBS.M.bed	18.39	16.43	3.747	1.59	19.63	16.48	0	0
chr11	114049803	114050153	chr11:114049803-114050153	.	.	114049803	114050153	0	1	350	114049802	non.ARBS.M.bed	14.5	14.56	25.11	2.103	1.906	3.189	11.27	2.188
chr5	14716884	14717234	chr5:14716884-14717234	.	.	14716884	14717234	0	1	350	14716883	non.ARBS.M.bed	5.736	8.557	16.93	17.93	6.117	6.79	3.218	8.968
chr7	63958531	63958881	chr7:63958531-63958881	.	.	63958531	63958881	0	1	350	63958525	non.ARBS.M.bed	0	0	13.92	11.16	0	0	14.9	32.98
chr11	34689513	34689863	chr11:34689513-34689863	.	.	34689513	34689863	0	1	350	34689510	non.ARBS.M.bed	18.89	18.01	8.102	1.067	8.048	14.19	3.018	1.43
chr16	48295300	48295650	chr16:48295300-48295650	.	.	48295300	48295650	0	1	350	48295296	non.ARBS.M.bed	20.72	8.337	1.601	9.607	21.49	6.541	0	1.43
chr11	114019944	114020294	chr11:114019944-114020294	.	.	114019944	114020294	0	1	350	114019943	non.ARBS.M.bed	21.83	14.19	12.96	7.45	2.878	4.522	3.304	0.4434
chr6	32932606	32932956	chr6:32932606-32932956	.	.	32932606	32932956	0	1	350	32932603	non.ARBS.M.bed	0	0.5908	13.37	25.16	0	0	10.53	16.16
chr1	27693220	27693570	chr1:27693220-27693570	.	.	27693220	27693570	0	1	350	27693218	non.ARBS.M.bed	2.287	5.336	24.34	9.286	3.364	3.115	11.51	6.079
chr2	109248882	109249232	chr2:109248882-109249232	.	.	109248882	109249232	0	1	350	109248881	non.ARBS.M.bed	1.906	11.49	3.309	16.59	3.339	3.065	8.367	16.61
chr16	12006640	12006990	chr16:12006640-12006990	.	.	12006640	12006990	0	1	350	12006639	non.ARBS.M.bed	0.09528	0.9528	24.44	13.77	0	0	11.66	13.23
chr10	64962256	64962606	chr10:64962256-64962606	.	.	64962256	64962606	0	1	350	64962250	non.ARBS.M.bed	0	0	24.69	12.5	0	0	14.29	12.46
chr20	32320156	32320506	chr20:32320156-32320506	.	.	32320156	32320506	0	1	350	32320153	non.ARBS.M.bed	4.154	10.35	2.519	5.679	13.27	19.72	2.76	5.192
chr1	147098378	147098728	chr1:147098378-147098728	.	.	147098378	147098728	0	1	350	147098377	non.ARBS.M.bed	4.564	9.081	8.005	4.974	10.02	9.219	11.08	5.506
chr8	23477890	23478240	chr8:23477890-23478240	.	.	23477890	23478240	0	1	350	23477888	non.ARBS.M.bed	2.287	10.2	20.28	17.19	0	9.094	1.359	1.216
chr3	51534070	51534420	chr3:51534070-51534420	.	.	51534070	51534420	0	1	350	51534065	non.ARBS.M.bed	3.24	26.58	0.3202	0	3.675	26.72	0.4291	0
chr15	52313507	52313857	chr15:52313507-52313857	.	.	52313507	52313857	0	1	350	52313502	non.ARBS.M.bed	11.13	10.72	3.693	10.57	4.759	7.076	5.006	7.051
chr8	42922246	42922596	chr8:42922246-42922596	.	.	42922246	42922596	0	1	350	42922242	non.ARBS.M.bed	6.556	8.175	10.5	5.059	7.674	2.541	12.04	6.779
chr1	8130666	8131016	chr1:8130666-8131016	.	.	8130666	8131016	0	1	350	8130658	non.ARBS.M.bed	12.45	13.94	4.419	7.493	13.28	7.325	0	0
chr4	41431114	41431464	chr4:41431114-41431464	.	.	41431114	41431464	0	1	350	41431110	non.ARBS.M.bed	16.33	10.75	0	1.601	14.43	14.05	0	0
chr10	114121871	114122221	chr10:114121871-114122221	.	.	114121871	114122221	0	1	350	114121870	non.ARBS.M.bed	11	8.337	0.3095	3.875	10.6	14.21	6.136	2.56
chr18	56720404	56720754	chr18:56720404-56720754	.	.	56720404	56720754	0	1	350	56720399	non.ARBS.M.bed	1.944	6.708	21.88	12.51	2.23	1.557	7.323	2.632
chr5	16547449	16547799	chr5:16547449-16547799	.	.	16547449	16547799	0	1	350	16547448	non.ARBS.M.bed	4.593	7.861	9.831	9.916	4.074	4.049	7.838	8.539
chr21	42898116	42898466	chr21:42898116-42898466	.	.	42898116	42898466	0	1	350	42898112	non.ARBS.M.bed	1.734	2.859	24.76	16.78	0	2.242	5.392	2.503
chr7	99424705	99425055	chr7:99424705-99425055	.	.	99424705	99425055	0	1	350	99424696	non.ARBS.M.bed	0	0.5241	32.34	0.05337	0	0	18.02	5.22
chr22	24699301	24699651	chr22:24699301-24699651	.	.	24699301	24699651	0	1	350	24699299	non.ARBS.M.bed	11.91	13.92	5.55	1.868	9.07	6.516	5.321	1.058
chr6	131973107	131973457	chr6:131973107-131973457	.	.	131973107	131973457	0	1	350	131973106	non.ARBS.M.bed	7.594	5.403	4.729	8.763	16.02	6.665	1.173	4.849
chr6	4130620	4130970	chr6:4130620-4130970	.	.	4130620	4130970	0	1	350	4130616	non.ARBS.M.bed	0	1.906	23.22	8.593	0	0.8721	15.88	4.72
chr15	63695674	63696024	chr15:63695674-63696024	.	.	63695674	63696024	0	1	350	63695668	non.ARBS.M.bed	0.9528	0.2287	21.36	14.98	0	0	6.765	10.83
chr2	10597855	10598205	chr2:10597855-10598205	.	.	10597855	10598205	0	1	350	10597854	non.ARBS.M.bed	8.623	12.72	7.845	2.135	10.71	10.59	1.144	0.3576
chr1	225960141	225960491	chr1:225960141-225960491	.	.	225960141	225960491	0	1	350	225960139	non.ARBS.M.bed	0.3049	2.944	20.52	6.458	0.3987	3.339	13.36	6.794
chr4	1148972	1149322	chr4:1148972-1149322	.	.	1148972	1149322	0	1	350	1148971	non.ARBS.M.bed	1.486	2.325	8.208	17.17	3.152	3.002	5.549	13.04
chr5	162867794	162868144	chr5:162867794-162868144	.	.	162867794	162868144	0	1	350	162867793	non.ARBS.M.bed	8.861	11.87	3.266	2.135	13.63	13.88	0.08582	0
chr7	129538522	129538872	chr7:129538522-129538872	.	.	129538522	129538872	0	1	350	129538521	non.ARBS.M.bed	0	0	7.877	23.78	0	0	11.36	10.18
chr4	103496849	103497199	chr4:103496849-103497199	.	.	103496849	103497199	0	1	350	103496848	non.ARBS.M.bed	3.783	4.774	13.67	0.8326	6.852	3.787	16.88	1.816
chr14	64144592	64144942	chr14:64144592-64144942	.	.	64144592	64144942	0	1	350	64144586	non.ARBS.M.bed	0.5622	16.4	4.099	10.16	0	9.269	3.704	8.11
chr12	46137060	46137410	chr12:46137060-46137410	.	.	46137060	46137410	0	1	350	46137056	non.ARBS.M.bed	4.05	12.05	4.803	9.073	4.734	11.84	1.001	4.72
chr11	48077172	48077522	chr11:48077172-48077522	.	.	48077172	48077522	0	1	350	48077168	non.ARBS.M.bed	3.63	0.4478	17.91	16.84	4.161	4.485	2.017	2.274
chrX	54071768	54072118	chrX:54071768-54072118	.	.	54071768	54072118	0	1	350	54071763	non.ARBS.M.bed	9.852	4.421	7.547	11.09	6.989	2.529	2.045	6.794
chr19	38866214	38866564	chr19:38866214-38866564	.	.	38866214	38866564	0	1	350	38866211	non.ARBS.M.bed	5.164	10.67	0.8005	12.69	6.03	9.094	0	6.636
chr5	14008844	14009194	chr5:14008844-14009194	.	.	14008844	14009194	0	1	350	14008843	non.ARBS.M.bed	0	0.4192	10.28	16.88	1.246	0	11.89	10.28
chr3	44911793	44912143	chr3:44911793-44912143	.	.	44911793	44912143	0	1	350	44911789	non.ARBS.M.bed	6.098	7.175	8.134	4.142	3.339	7.786	9.669	4.634
chr19	32864552	32864902	chr19:32864552-32864902	.	.	32864552	32864902	0	1	350	32864549	non.ARBS.M.bed	6.651	9.147	2.263	7.344	5.943	9.63	3.275	6.708
chr6	160506075	160506425	chr6:160506075-160506425	.	.	160506075	160506425	0	1	350	160506074	non.ARBS.M.bed	8.814	9.767	2.935	4.803	12.77	11.84	0	0
chr6	134341192	134341542	chr6:134341192-134341542	.	.	134341192	134341542	0	1	350	134341191	non.ARBS.M.bed	0	0.8004	15.34	15.55	0	1.57	6.694	10.61
chr14	23029852	23030202	chr14:23029852-23030202	.	.	23029852	23030202	0	1	350	23029850	non.ARBS.M.bed	0	0	5.732	13.14	0	0	15.26	16.18
chr2	149634830	149635180	chr2:149634830-149635180	.	.	149634830	149635180	0	1	350	149634829	non.ARBS.M.bed	7.67	7.575	5.23	15.05	6.354	2.99	0.4291	4.863
chr11	121171600	121171950	chr11:121171600-121171950	.	.	121171600	121171950	0	1	350	121171599	non.ARBS.M.bed	7.861	11.67	2.135	1.067	12.15	15.26	0	0
chr12	123819949	123820299	chr12:123819949-123820299	.	.	123819949	123820299	0	1	350	123819948	non.ARBS.M.bed	1.658	0.2477	9.158	15.9	0	0	10.93	11.96
chr14	64149788	64150138	chr14:64149788-64150138	.	.	64149788	64150138	0	1	350	64149782	non.ARBS.M.bed	0	0	14.45	4.761	0.7724	0.4734	17.03	11.94
chr15	63766453	63766803	chr15:63766453-63766803	.	.	63766453	63766803	0	1	350	63766447	non.ARBS.M.bed	3.783	0.505	15.67	8.187	4.946	1.246	8.982	5.95
chr3	177090280	177090630	chr3:177090280-177090630	.	.	177090280	177090630	0	1	350	177090279	non.ARBS.M.bed	15.82	6.384	4.857	2.829	7.413	3.551	2.646	5.506
chr1	184391874	184392224	chr1:184391874-184392224	.	.	184391874	184392224	0	1	350	184391873	non.ARBS.M.bed	8.318	7.156	13.8	6.778	1.233	4.348	6.379	0.7723
chr5	172469484	172469834	chr5:172469484-172469834	.	.	172469484	172469834	0	1	350	172469483	non.ARBS.M.bed	8.452	14.23	1.067	0	11.67	13.22	0	0
chr6	64516118	64516468	chr6:64516118-64516468	.	.	64516118	64516468	0	1	350	64516112	non.ARBS.M.bed	0	0	18.67	4.003	1.644	1.47	17.86	4.906
chr7	55086862	55087212	chr7:55086862-55087212	.	.	55086862	55087212	0	1	350	55086857	non.ARBS.M.bed	14.04	2.039	4.921	0.4163	10.28	2.031	13.19	1.116
chr7	77421188	77421538	chr7:77421188-77421538	.	.	77421188	77421538	0	1	350	77421181	non.ARBS.M.bed	6.784	1.906	8.251	6.287	2.018	0.4734	10.2	11.97
chr16	73023831	73024181	chr16:73023831-73024181	.	.	73023831	73024181	0	1	350	73023824	non.ARBS.M.bed	0.6003	11.29	8.144	2.53	0	13.5	2.861	8.582
chr18	55244558	55244908	chr18:55244558-55244908	.	.	55244558	55244908	0	1	350	55244553	non.ARBS.M.bed	0.4002	0	15.19	14.95	0	0	6.207	10.73
chr15	69854266	69854616	chr15:69854266-69854616	.	.	69854266	69854616	0	1	350	69854260	non.ARBS.M.bed	8.032	5.002	4.953	5.721	10.22	6.229	2.274	4.877
chr1	55348064	55348414	chr1:55348064-55348414	.	.	55348064	55348414	0	1	350	55348059	non.ARBS.M.bed	0	0	9.703	23.96	0	0	6.393	7.194
chr7	13938770	13939120	chr7:13938770-13939120	.	.	13938770	13939120	0	1	350	13938769	non.ARBS.M.bed	0.2859	0	12.65	14.78	0	0	9.654	9.797
chr1	100500650	100501000	chr1:100500650-100501000	.	.	100500650	100501000	0	1	350	100500649	non.ARBS.M.bed	5.241	5.241	3.736	10.14	5.918	5.918	5.006	5.721
chr17	66292884	66293234	chr17:66292884-66293234	.	.	66292884	66293234	0	1	350	66292878	non.ARBS.M.bed	9.7	10.98	10.18	3.693	5.805	6.428	0	0
chr14	37836714	37837064	chr14:37836714-37837064	.	.	37836714	37837064	0	1	350	37836711	non.ARBS.M.bed	5.927	4.288	6.927	3.32	5.332	8.546	4.963	7.394
chr7	55499574	55499924	chr7:55499574-55499924	.	.	55499574	55499924	0	1	350	55499569	non.ARBS.M.bed	3.306	5.727	9.233	12.9	4.061	2.193	2.102	7.166
chr2	237723068	237723418	chr2:237723068-237723418	.	.	237723068	237723418	0	1	350	237723066	non.ARBS.M.bed	0	0.9528	11.41	11.35	0	1.246	10.84	10.87
chr9	112951143	112951493	chr9:112951143-112951493	.	.	112951143	112951493	0	1	350	112951142	non.ARBS.M.bed	0.9528	0	4.163	23.9	0	0.5357	1.23	15.63
chr22	30812807	30813157	chr22:30812807-30813157	.	.	30812807	30813157	0	1	350	30812804	non.ARBS.M.bed	2.62	3.23	8.005	9.297	0.9344	0.8472	7.652	13.8
chr2	100615276	100615626	chr2:100615276-100615626	.	.	100615276	100615626	0	1	350	100615275	non.ARBS.M.bed	0	0	20.87	13.31	0	0	9.626	2.474
chr9	130584374	130584724	chr9:130584374-130584724	.	.	130584374	130584724	0	1	350	130584373	non.ARBS.M.bed	12.16	11.17	0	0	5.307	17.62	0	0
chr4	74130065	74130415	chr4:74130065-74130415	.	.	74130065	74130415	0	1	350	74130058	non.ARBS.M.bed	11.15	17.06	0.3736	0.1601	10.15	7.226	0	0
chr2	120865444	120865794	chr2:120865444-120865794	.	.	120865444	120865794	0	1	350	120865443	non.ARBS.M.bed	17.62	2.506	0.5977	0	11.97	3.351	0.5435	9.125
chr1	29074553	29074903	chr1:29074553-29074903	.	.	29074553	29074903	0	1	350	29074551	non.ARBS.M.bed	4.755	17.3	0	1.067	5.793	14.7	0	1.43
chr2	242401344	242401694	chr2:242401344-242401694	.	.	242401344	242401694	0	1	350	242401342	non.ARBS.M.bed	5.06	5.479	8.005	1.195	6.466	2.33	11.17	4.992
chr4	171001549	171001899	chr4:171001549-171001899	.	.	171001549	171001899	0	1	350	171001548	non.ARBS.M.bed	0.2287	0.7242	13.48	15.87	0	0	8.868	5.392
chr18	2760310	2760660	chr18:2760310-2760660	.	.	2760310	2760660	0	1	350	2760308	non.ARBS.M.bed	10.62	6.908	8.272	1.868	8.908	7.786	0	0
chr17	19151340	19151690	chr17:19151340-19151690	.	.	19151340	19151690	0	1	350	19151339	non.ARBS.M.bed	9.862	7.385	6.564	2.508	4.921	5.295	5.435	2.288
chr20	9056235	9056585	chr20:9056235-9056585	.	.	9056235	9056585	0	1	350	9056226	non.ARBS.M.bed	5.479	13.91	1.067	1.067	10.46	11.21	0.9297	0
chr3	24182746	24183096	chr3:24182746-24183096	.	.	24182746	24183096	0	1	350	24182744	non.ARBS.M.bed	2.306	0.5526	17.39	8.849	0.09967	0	5.135	9.769
chr2	181901634	181901984	chr2:181901634-181901984	.	.	181901634	181901984	0	1	350	181901633	non.ARBS.M.bed	16.01	6.956	0.6298	1.505	10.99	6.628	0	1.201
chr7	142592268	142592618	chr7:142592268-142592618	.	.	142592268	142592618	0	1	350	142592267	non.ARBS.M.bed	0.9528	0.6479	6.106	28.73	0	0	0.615	6.536
chr1	169479804	169480154	chr1:169479804-169480154	.	.	169479804	169480154	0	1	350	169479803	non.ARBS.M.bed	0	2.496	16.22	11.76	0	0.6727	6.079	5.907
chr14	29345469	29345819	chr14:29345469-29345819	.	.	29345469	29345819	0	1	350	29345467	non.ARBS.M.bed	1.734	4.164	5.113	1.067	2.816	11.13	14	2.861
chr1	8690069	8690419	chr1:8690069-8690419	.	.	8690069	8690419	0	1	350	8690061	non.ARBS.M.bed	0	0	9.948	14.27	0	0	5.735	12.86
chr6	168151501	168151851	chr6:168151501-168151851	.	.	168151501	168151851	0	1	350	168151500	non.ARBS.M.bed	0	0.9814	8.326	10.33	0	0	6.88	15.99
chr22	19594818	19595168	chr22:19594818-19595168	.	.	19594818	19595168	0	1	350	19594817	non.ARBS.M.bed	1.429	0.6479	16.84	5.593	0.5357	2.404	11.46	3.561
chr15	63357866	63358216	chr15:63357866-63358216	.	.	63357866	63358216	0	1	350	63357860	non.ARBS.M.bed	12.55	16.72	1.067	2.113	3.451	6.092	0	0
chr21	38160374	38160724	chr21:38160374-38160724	.	.	38160374	38160724	0	1	350	38160371	non.ARBS.M.bed	0	0.7051	14.67	14.37	0	0	3.533	8.567
chr13	104823426	104823776	chr13:104823426-104823776	.	.	104823426	104823776	0	1	350	104823425	non.ARBS.M.bed	0.4859	2.411	18.62	1.046	4.373	1.856	10.27	2.489
chr1	185127148	185127498	chr1:185127148-185127498	.	.	185127148	185127498	0	1	350	185127147	non.ARBS.M.bed	6.536	12.46	6.895	1.644	5.793	6.64	1.044	0.3862
chr7	155440304	155440654	chr7:155440304-155440654	.	.	155440304	155440654	0	1	350	155440303	non.ARBS.M.bed	5.708	10.17	4.259	5.839	4.049	9.854	0.4148	1.015
chr13	95687806	95688156	chr13:95687806-95688156	.	.	95687806	95688156	0	1	350	95687797	non.ARBS.M.bed	0	0	24.04	11.61	0	0	4.391	1.159
chr14	29421838	29422188	chr14:29421838-29422188	.	.	29421838	29422188	0	1	350	29421836	non.ARBS.M.bed	3.802	3.573	13.31	3.597	1.732	4.971	9.64	0
chr20	1326216	1326566	chr20:1326216-1326566	.	.	1326216	1326566	0	1	350	1326215	non.ARBS.M.bed	6.193	12.81	0	0	11.92	9.431	0	0
chr20	56332610	56332960	chr20:56332610-56332960	.	.	56332610	56332960	0	1	350	56332605	non.ARBS.M.bed	3.573	2.525	18.57	14.41	0	0	0	0
chr1	61598601	61598951	chr1:61598601-61598951	.	.	61598601	61598951	0	1	350	61598595	non.ARBS.M.bed	5.698	5.231	2.935	0.2562	5.32	15.25	2.517	1.774
chr11	113907120	113907470	chr11:113907120-113907470	.	.	113907120	113907470	0	1	350	113907119	non.ARBS.M.bed	4.764	3.526	9.18	12.17	2.118	2.865	2.002	2.288
chr21	31588265	31588615	chr21:31588265-31588615	.	.	31588265	31588615	0	1	350	31588262	non.ARBS.M.bed	0	6.622	15.58	0.6938	0	6.665	7.866	0.143
chr2	114689826	114690176	chr2:114689826-114690176	.	.	114689826	114690176	0	1	350	114689825	non.ARBS.M.bed	11.66	5.469	1.612	2.636	5.93	8.696	0.7294	0.7008
chr7	12755230	12755580	chr7:12755230-12755580	.	.	12755230	12755580	0	1	350	12755229	non.ARBS.M.bed	0	0.9528	5.817	20.87	0	0	2.36	7.366
chr8	38858542	38858892	chr8:38858542-38858892	.	.	38858542	38858892	0	1	350	38858539	non.ARBS.M.bed	8.576	17.09	0.6191	0	4.161	6.852	0	0
chr21	29812032	29812382	chr21:29812032-29812382	.	.	29812032	29812382	0	1	350	29812030	non.ARBS.M.bed	1.496	0.4097	14.6	9.756	0.08721	1.159	5.106	4.591
chr1	173713684	173714034	chr1:173713684-173714034	.	.	173713684	173714034	0	1	350	173713683	non.ARBS.M.bed	6.279	10.3	2.156	3.352	2.94	8.098	0.2574	3.804
chr5	133328932	133329282	chr5:133328932-133329282	.	.	133328932	133329282	0	1	350	133328931	non.ARBS.M.bed	0.5431	0.4097	5.977	9.799	0	0	13.29	6.536
chr6	144618796	144619146	chr6:144618796-144619146	.	.	144618796	144619146	0	1	350	144618795	non.ARBS.M.bed	10.17	11.86	0	0	6.902	6.179	1.43	0
chr6	53298308	53298658	chr6:53298308-53298658	.	.	53298308	53298658	0	1	350	53298303	non.ARBS.M.bed	0.7909	1.344	20.78	4.302	0	0.7226	8.095	0.4863
chr4	77492304	77492654	chr4:77492304-77492654	.	.	77492304	77492654	0	1	350	77492297	non.ARBS.M.bed	0	0	12.53	5.486	0	0	11.9	6.579
chr4	66901231	66901581	chr4:66901231-66901581	.	.	66901231	66901581	0	1	350	66901225	non.ARBS.M.bed	10.2	4.459	2.733	0.8005	10.6	6.067	0.8009	0.6293
chr19	33523196	33523546	chr19:33523196-33523546	.	.	33523196	33523546	0	1	350	33523193	non.ARBS.M.bed	0	1.391	7.931	10.62	0.8845	1.557	1.917	11.5
chr2	24762728	24763078	chr2:24762728-24763078	.	.	24762728	24763078	0	1	350	24762726	non.ARBS.M.bed	4.193	9.262	1.964	3.074	2.529	7.512	2.946	4.119
chr11	62355086	62355436	chr11:62355086-62355436	.	.	62355086	62355436	0	1	350	62355080	non.ARBS.M.bed	0.1048	0.848	11.79	11.26	0	0	1.945	9.525
chr13	45428512	45428862	chr13:45428512-45428862	.	.	45428512	45428862	0	1	350	45428508	non.ARBS.M.bed	0	0.343	9.318	11.65	0	0	6.422	7.709
chr1	11316093	11316443	chr1:11316093-11316443	.	.	11316093	11316443	0	1	350	11316092	non.ARBS.M.bed	0	0	6.479	9.841	0	0	18.48	0.615
chr5	71044094	71044444	chr5:71044094-71044444	.	.	71044094	71044444	0	1	350	71044087	non.ARBS.M.bed	0.6575	1.61	16.1	12.3	2.105	0.3862	2.145	0
chr5	114038172	114038522	chr5:114038172-114038522	.	.	114038172	114038522	0	1	350	114038171	non.ARBS.M.bed	0	1.639	12.66	8.304	0	0	6.522	5.406
chr2	211295746	211296096	chr2:211295746-211296096	.	.	211295746	211296096	0	1	350	211295744	non.ARBS.M.bed	0	4.059	2.274	6.095	0	11.76	0.7723	9.554
chr16	54679154	54679504	chr16:54679154-54679504	.	.	54679154	54679504	0	1	350	54679149	non.ARBS.M.bed	0	0	6.661	6.725	1.196	1.246	5.478	13.06
chr2	159949844	159950194	chr2:159949844-159950194	.	.	159949844	159950194	0	1	350	159949843	non.ARBS.M.bed	8.633	4.345	3.811	4.195	0.9344	4.522	2.245	5.621
chr4	15651618	15651968	chr4:15651618-15651968	.	.	15651618	15651968	0	1	350	15651617	non.ARBS.M.bed	0	0	11.93	7.429	0	0	8.682	6.079
chr22	29913378	29913728	chr22:29913378-29913728	.	.	29913378	29913728	0	1	350	29913376	non.ARBS.M.bed	0	0.7432	15.58	7.002	0	0	7.552	3.175
chr12	32833102	32833452	chr12:32833102-32833452	.	.	32833102	32833452	0	1	350	32833099	non.ARBS.M.bed	10.3	7.385	2.22	7.408	1.221	3.139	0.7151	1.43
chr3	37335036	37335386	chr3:37335036-37335386	.	.	37335036	37335386	0	1	350	37335033	non.ARBS.M.bed	9.204	9.871	4.387	1.783	1.968	6.129	0.2002	0
